KatjaSuding,2008,1,0,0
KatjaSuding,2008,2,0,1
KatjaSuding,2008,3,0,2
KatjaSuding,2008,4,0,3
KatjaSuding,2008,5,0,4
KatjaSuding,2008,6,0,5
KatjaSuding,2008,7,0,6
KatjaSuding,2008,8,0,7
KatjaSuding,2008,9,0,8
KatjaSuding,2008,10,0,9
KatjaSuding,2008,11,0,10
KatjaSuding,2008,12,0,11
KatjaSuding,2009,1,3,12
KatjaSuding,2009,2,11,13
KatjaSuding,2009,3,2,14
KatjaSuding,2009,4,3,15
KatjaSuding,2009,5,8,16
KatjaSuding,2009,6,5,17
KatjaSuding,2009,7,8,18
KatjaSuding,2009,8,11,19
KatjaSuding,2009,9,8,20
KatjaSuding,2009,10,3,21
KatjaSuding,2009,11,5,22
KatjaSuding,2009,12,5,23
KatjaSuding,2010,1,11,24
KatjaSuding,2010,2,4,25
KatjaSuding,2010,3,6,26
KatjaSuding,2010,4,5,27
KatjaSuding,2010,5,1,28
KatjaSuding,2010,6,1,29
KatjaSuding,2010,7,0,30
KatjaSuding,2010,8,1,31
KatjaSuding,2010,9,3,32
KatjaSuding,2010,10,0,33
KatjaSuding,2010,11,0,34
KatjaSuding,2010,12,0,35
KatjaSuding,2011,1,5,36
KatjaSuding,2011,2,9,37
KatjaSuding,2011,3,0,38
KatjaSuding,2011,4,0,39
KatjaSuding,2011,5,0,40
KatjaSuding,2011,6,0,41
KatjaSuding,2011,7,2,42
KatjaSuding,2011,8,1,43
KatjaSuding,2011,9,0,44
KatjaSuding,2011,10,0,45
KatjaSuding,2011,11,0,46
KatjaSuding,2011,12,3,47
KatjaSuding,2012,1,22,48
KatjaSuding,2012,2,19,49
KatjaSuding,2012,3,30,50
KatjaSuding,2012,4,46,51
KatjaSuding,2012,5,38,52
KatjaSuding,2012,6,7,53
KatjaSuding,2012,7,2,54
KatjaSuding,2012,8,5,55
KatjaSuding,2012,9,3,56
KatjaSuding,2012,10,0,57
KatjaSuding,2012,11,4,58
KatjaSuding,2012,12,0,59
KatjaSuding,2013,1,1,60
KatjaSuding,2013,2,0,61
KatjaSuding,2013,3,17,62
KatjaSuding,2013,4,9,63
KatjaSuding,2013,5,4,64
KatjaSuding,2013,6,1,65
KatjaSuding,2013,7,36,66
KatjaSuding,2013,8,96,67
KatjaSuding,2013,9,25,68
KatjaSuding,2013,10,19,69
KatjaSuding,2013,11,15,70
KatjaSuding,2013,12,10,71
KatjaSuding,2014,1,48,72
KatjaSuding,2014,2,20,73
KatjaSuding,2014,3,45,74
KatjaSuding,2014,4,12,75
KatjaSuding,2014,5,25,76
KatjaSuding,2014,6,8,77
KatjaSuding,2014,7,16,78
KatjaSuding,2014,8,4,79
KatjaSuding,2014,9,22,80
KatjaSuding,2014,10,3,81
KatjaSuding,2014,11,13,82
KatjaSuding,2014,12,13,83
KatjaSuding,2015,1,135,84
KatjaSuding,2015,2,75,85
KatjaSuding,2015,3,22,86
KatjaSuding,2015,4,15,87
KatjaSuding,2015,5,30,88
KatjaSuding,2015,6,37,89
KatjaSuding,2015,7,29,90
KatjaSuding,2015,8,19,91
KatjaSuding,2015,9,30,92
KatjaSuding,2015,10,17,93
KatjaSuding,2015,11,33,94
KatjaSuding,2015,12,5,95
KatjaSuding,2016,1,11,96
KatjaSuding,2016,2,11,97
KatjaSuding,2016,3,11,98
KatjaSuding,2016,4,19,99
KatjaSuding,2016,5,2,100
KatjaSuding,2016,6,13,101
KatjaSuding,2016,7,6,102
KatjaSuding,2016,8,5,103
KatjaSuding,2016,9,14,104
KatjaSuding,2016,10,11,105
KatjaSuding,2016,11,25,106
KatjaSuding,2016,12,13,107
KatjaSuding,2017,1,36,108
KatjaSuding,2017,2,12,109
KatjaSuding,2017,3,22,110
KatjaSuding,2017,4,11,111
KatjaSuding,2017,5,24,112
KatjaSuding,2017,6,7,113
KatjaSuding,2017,7,9,114
KatjaSuding,2017,8,27,115
KatjaSuding,2017,9,35,116
KatjaSuding,2017,10,7,117
KatjaSuding,2017,11,28,118
KatjaSuding,2017,12,3,119
KatjaSuding,2018,1,4,120
KatjaSuding,2018,2,4,121
KatjaSuding,2018,3,5,122
KatjaSuding,2018,4,4,123
KatjaSuding,2018,5,2,124
KatjaSuding,2018,6,7,125
KatjaSuding,2018,7,30,126
KatjaSuding,2018,8,25,127
KatjaSuding,2018,9,31,128
KatjaSuding,2018,10,36,129
KatjaSuding,2018,11,60,130
KatjaSuding,2018,12,98,131
KatjaSuding,2019,1,71,132
KatjaSuding,2019,2,100,133
KatjaSuding,2019,3,53,134
KatjaSuding,2019,4,66,135
KatjaSuding,2019,5,37,136
KatjaSuding,2019,6,66,137
KatjaSuding,2019,7,59,138
KatjaSuding,2019,8,84,139
KatjaSuding,2019,9,102,140
KatjaSuding,2019,10,67,141
KatjaSuding,2019,11,72,142
Alice_Weidel,2008,1,0,143
Alice_Weidel,2008,2,0,144
Alice_Weidel,2008,3,0,145
Alice_Weidel,2008,4,0,146
Alice_Weidel,2008,5,0,147
Alice_Weidel,2008,6,0,148
Alice_Weidel,2008,7,0,149
Alice_Weidel,2008,8,0,150
Alice_Weidel,2008,9,0,151
Alice_Weidel,2008,10,0,152
Alice_Weidel,2008,11,0,153
Alice_Weidel,2008,12,0,154
Alice_Weidel,2009,1,0,155
Alice_Weidel,2009,2,0,156
Alice_Weidel,2009,3,0,157
Alice_Weidel,2009,4,0,158
Alice_Weidel,2009,5,0,159
Alice_Weidel,2009,6,0,160
Alice_Weidel,2009,7,0,161
Alice_Weidel,2009,8,0,162
Alice_Weidel,2009,9,0,163
Alice_Weidel,2009,10,0,164
Alice_Weidel,2009,11,0,165
Alice_Weidel,2009,12,0,166
Alice_Weidel,2010,1,0,167
Alice_Weidel,2010,2,0,168
Alice_Weidel,2010,3,0,169
Alice_Weidel,2010,4,0,170
Alice_Weidel,2010,5,0,171
Alice_Weidel,2010,6,0,172
Alice_Weidel,2010,7,0,173
Alice_Weidel,2010,8,0,174
Alice_Weidel,2010,9,0,175
Alice_Weidel,2010,10,0,176
Alice_Weidel,2010,11,0,177
Alice_Weidel,2010,12,0,178
Alice_Weidel,2011,1,0,179
Alice_Weidel,2011,2,0,180
Alice_Weidel,2011,3,0,181
Alice_Weidel,2011,4,0,182
Alice_Weidel,2011,5,0,183
Alice_Weidel,2011,6,0,184
Alice_Weidel,2011,7,0,185
Alice_Weidel,2011,8,0,186
Alice_Weidel,2011,9,0,187
Alice_Weidel,2011,10,0,188
Alice_Weidel,2011,11,0,189
Alice_Weidel,2011,12,0,190
Alice_Weidel,2012,1,0,191
Alice_Weidel,2012,2,0,192
Alice_Weidel,2012,3,0,193
Alice_Weidel,2012,4,0,194
Alice_Weidel,2012,5,0,195
Alice_Weidel,2012,6,0,196
Alice_Weidel,2012,7,0,197
Alice_Weidel,2012,8,0,198
Alice_Weidel,2012,9,0,199
Alice_Weidel,2012,10,0,200
Alice_Weidel,2012,11,0,201
Alice_Weidel,2012,12,0,202
Alice_Weidel,2013,1,0,203
Alice_Weidel,2013,2,0,204
Alice_Weidel,2013,3,0,205
Alice_Weidel,2013,4,0,206
Alice_Weidel,2013,5,0,207
Alice_Weidel,2013,6,0,208
Alice_Weidel,2013,7,0,209
Alice_Weidel,2013,8,0,210
Alice_Weidel,2013,9,0,211
Alice_Weidel,2013,10,0,212
Alice_Weidel,2013,11,0,213
Alice_Weidel,2013,12,0,214
Alice_Weidel,2014,1,0,215
Alice_Weidel,2014,2,0,216
Alice_Weidel,2014,3,0,217
Alice_Weidel,2014,4,0,218
Alice_Weidel,2014,5,0,219
Alice_Weidel,2014,6,0,220
Alice_Weidel,2014,7,0,221
Alice_Weidel,2014,8,0,222
Alice_Weidel,2014,9,0,223
Alice_Weidel,2014,10,0,224
Alice_Weidel,2014,11,0,225
Alice_Weidel,2014,12,0,226
Alice_Weidel,2015,1,0,227
Alice_Weidel,2015,2,0,228
Alice_Weidel,2015,3,0,229
Alice_Weidel,2015,4,0,230
Alice_Weidel,2015,5,0,231
Alice_Weidel,2015,6,0,232
Alice_Weidel,2015,7,0,233
Alice_Weidel,2015,8,0,234
Alice_Weidel,2015,9,0,235
Alice_Weidel,2015,10,0,236
Alice_Weidel,2015,11,0,237
Alice_Weidel,2015,12,0,238
Alice_Weidel,2016,1,0,239
Alice_Weidel,2016,2,0,240
Alice_Weidel,2016,3,0,241
Alice_Weidel,2016,4,0,242
Alice_Weidel,2016,5,0,243
Alice_Weidel,2016,6,0,244
Alice_Weidel,2016,7,0,245
Alice_Weidel,2016,8,0,246
Alice_Weidel,2016,9,0,247
Alice_Weidel,2016,10,0,248
Alice_Weidel,2016,11,0,249
Alice_Weidel,2016,12,0,250
Alice_Weidel,2017,1,0,251
Alice_Weidel,2017,2,0,252
Alice_Weidel,2017,3,0,253
Alice_Weidel,2017,4,57,254
Alice_Weidel,2017,5,106,255
Alice_Weidel,2017,6,66,256
Alice_Weidel,2017,7,121,257
Alice_Weidel,2017,8,256,258
Alice_Weidel,2017,9,249,259
Alice_Weidel,2017,10,125,260
Alice_Weidel,2017,11,111,261
Alice_Weidel,2017,12,93,262
Alice_Weidel,2018,1,122,263
Alice_Weidel,2018,2,76,264
Alice_Weidel,2018,3,77,265
Alice_Weidel,2018,4,55,266
Alice_Weidel,2018,5,72,267
Alice_Weidel,2018,6,54,268
Alice_Weidel,2018,7,57,269
Alice_Weidel,2018,8,57,270
Alice_Weidel,2018,9,72,271
Alice_Weidel,2018,10,50,272
Alice_Weidel,2018,11,54,273
Alice_Weidel,2018,12,47,274
Alice_Weidel,2019,1,61,275
Alice_Weidel,2019,2,48,276
Alice_Weidel,2019,3,51,277
Alice_Weidel,2019,4,47,278
Alice_Weidel,2019,5,38,279
Alice_Weidel,2019,6,42,280
Alice_Weidel,2019,7,47,281
Alice_Weidel,2019,8,32,282
Alice_Weidel,2019,9,44,283
Alice_Weidel,2019,10,46,284
Alice_Weidel,2019,11,66,285
SWagenknecht,2008,1,0,286
SWagenknecht,2008,2,0,287
SWagenknecht,2008,3,0,288
SWagenknecht,2008,4,0,289
SWagenknecht,2008,5,0,290
SWagenknecht,2008,6,0,291
SWagenknecht,2008,7,0,292
SWagenknecht,2008,8,0,293
SWagenknecht,2008,9,0,294
SWagenknecht,2008,10,0,295
SWagenknecht,2008,11,0,296
SWagenknecht,2008,12,0,297
SWagenknecht,2009,1,0,298
SWagenknecht,2009,2,0,299
SWagenknecht,2009,3,0,300
SWagenknecht,2009,4,0,301
SWagenknecht,2009,5,0,302
SWagenknecht,2009,6,0,303
SWagenknecht,2009,7,0,304
SWagenknecht,2009,8,0,305
SWagenknecht,2009,9,0,306
SWagenknecht,2009,10,0,307
SWagenknecht,2009,11,0,308
SWagenknecht,2009,12,0,309
SWagenknecht,2010,1,0,310
SWagenknecht,2010,2,0,311
SWagenknecht,2010,3,0,312
SWagenknecht,2010,4,0,313
SWagenknecht,2010,5,0,314
SWagenknecht,2010,6,0,315
SWagenknecht,2010,7,0,316
SWagenknecht,2010,8,0,317
SWagenknecht,2010,9,9,318
SWagenknecht,2010,10,6,319
