id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date
1197195500782530562,1197195500782530562,1574268624000,2019-11-20,17:50:24,CET,888289790,gregorgysi,Gregor Gysi,,"Die Hoffnung, den Einfluss motorisierten Individualverkehrs auf den #Klimawandel dadurch verringern zu können, dass man Verbrenner- durch Elektromotoren austauscht, ist trügerisch. Wir brauchen Mobilitätskonzepte, die öffentlichen & individuellen Verkehr eng & anders verbinden. https://twitter.com/berlinerzeitung/status/1196735614055522304 …",[],['https://twitter.com/berlinerzeitung/status/1196735614055522304'],[],21,44,223,['#klimawandel'],[],https://twitter.com/GregorGysi/status/1197195500782530562,False,https://twitter.com/berlinerzeitung/status/1196735614055522304,0,,,,,,,"[{'user_id': '888289790', 'username': 'GregorGysi'}]",
1194210200938582016,1194210200938582016,1573556873000,2019-11-12,12:07:53,CET,888289790,gregorgysi,Gregor Gysi,,"Ein bisschen Unordnung, das Unfertige ist durchaus ein Teil des Berliner Charmes, der ja auch viele Menschen aus Süddeutschland anzieht. Aber das darf nicht als Freibrief verstanden werden, Dinge verwahrlosen zu lassen. Die Gedankenlosigkeit muss abgebaut werden. https://twitter.com/berlinerzeitung/status/1194155828380602368 …",[],['https://twitter.com/berlinerzeitung/status/1194155828380602368'],[],7,12,158,[],[],https://twitter.com/GregorGysi/status/1194210200938582016,False,https://twitter.com/berlinerzeitung/status/1194155828380602368,0,,,,,,,"[{'user_id': '888289790', 'username': 'GregorGysi'}]",
1191703387433295872,1191703387433295872,1572959202000,2019-11-05,14:06:42,CET,888289790,gregorgysi,Gregor Gysi,,"Selbstverständlich ist Fußball ein Teil der Gesellschaft & ihrer Probleme. Er kann helfen, dagegen zu steuern. Dass die Spieler vom @fcunion eine Eskalation verhinderten, als sie ihre Fans nach dem Spiel aus dem Innenraum auf die Tribüne zurückschickten, war ein wichtiges Zeichen https://twitter.com/BERLINER_KURIER/status/1191403796171313153 …",['fcunion'],['https://twitter.com/BERLINER_KURIER/status/1191403796171313153'],[],5,10,184,[],[],https://twitter.com/GregorGysi/status/1191703387433295872,False,https://twitter.com/BERLINER_KURIER/status/1191403796171313153,0,,,,,,,"[{'user_id': '888289790', 'username': 'GregorGysi'}, {'user_id': '188006776', 'username': 'fcunion'}]",
1191347161142824960,1191347161142824960,1572874272000,2019-11-04,14:31:12,CET,888289790,gregorgysi,Gregor Gysi,,Der 4. November 89 war für alle eine Premiere. Auch für mich. Nie zuvor hatte ich auf einer Kundgebung gesprochen und dann gleich vor so vielen Menschen. Einen solchen Drang nach Veränderung in der & für die DDR in so geballter Form gab es nicht noch mal. https://www.youtube.com/watch?v=pc27elXIXVU …,[],['https://www.youtube.com/watch?v=pc27elXIXVU'],[],23,82,592,[],[],https://twitter.com/GregorGysi/status/1191347161142824960,False,,0,,,,,,,"[{'user_id': '888289790', 'username': 'GregorGysi'}]",
1189084180321357825,1189084180321357825,1572334735000,2019-10-29,08:38:55,CET,888289790,gregorgysi,Gregor Gysi,,"In Bezug auf unser Land muss insbesondere die Union endlich die Gräben des Kalten Krieges verlassen. Ein Ministerpräsident wie @bodoramelow steht nicht am politischen Rand, sondern genau wie seine Partei mitten in der Gesellschaft. @superillu https://www.superillu.de/gysi-koalition-mit-cdu-ist-sache-der-thueringer …","['bodoramelow', 'superillu']",['https://www.superillu.de/gysi-koalition-mit-cdu-ist-sache-der-thueringer'],[],79,174,1304,[],[],https://twitter.com/GregorGysi/status/1189084180321357825,False,,0,,,,,,,"[{'user_id': '888289790', 'username': 'GregorGysi'}, {'user_id': '21392844', 'username': 'bodoramelow'}, {'user_id': '242645877', 'username': 'superillu'}]",
1188145861957705731,1188145861957705731,1572111022000,2019-10-26,19:30:22,CET,888289790,gregorgysi,Gregor Gysi,,"Darf es mich ärgern, dass Hoeneß mehr lachen konnte als ich. PS: Die Schals sind sich nur ähnlich, aber natürlich trage ich Eisern Union. @fcunion @FCBayern pic.twitter.com/PTcwInEQHk","['fcunion', 'fcbayern']",[],['https://pbs.twimg.com/media/EH0j_faWsAAJuXo.jpg'],73,102,1768,[],[],https://twitter.com/GregorGysi/status/1188145861957705731,False,,0,,,,,,,"[{'user_id': '888289790', 'username': 'GregorGysi'}, {'user_id': '188006776', 'username': 'fcunion'}, {'user_id': '773069256', 'username': 'FCBayern'}]",
1187094140645007360,1187094140645007360,1571860272000,2019-10-23,21:51:12,CET,888289790,gregorgysi,Gregor Gysi,,"Wie geht die Uefa mit einem Mitgliedsland um, das einen völkerrechtswidrigen Krieg führt? Nur mal zu Erinnerung: 1992 wurde Jugoslawien von der EM-Endrunde wegen des Balkankonfliktes ausgeschlossen, die @NATO-Länder, als sie völkerrechtswidrig Belgrad bombardierten, nicht. https://twitter.com/berlinerzeitung/status/1186553042382008325 …",['nato'],['https://twitter.com/berlinerzeitung/status/1186553042382008325'],[],29,96,522,[],[],https://twitter.com/GregorGysi/status/1187094140645007360,False,https://twitter.com/berlinerzeitung/status/1186553042382008325,0,,,,,,,"[{'user_id': '888289790', 'username': 'GregorGysi'}, {'user_id': '83795099', 'username': 'NATO'}]",
1185496484315308034,1185496484315308034,1571479361000,2019-10-19,12:02:41,CET,888289790,gregorgysi,Gregor Gysi,,"Konservative & Reaktionäre unterscheiden sich. Es wäre gut, würden Konservative den Mut finden, den Trennungsstrich zwischen ihnen & der Reaktion nicht nur verbal, sondern klarer & deutlicher zu ziehen. Das wäre ein Fortschritt für die Demokratie, auf die wir alle angewiesen sind https://twitter.com/derfreitag/status/1185484481974669312 …",[],['https://twitter.com/derfreitag/status/1185484481974669312'],[],25,66,376,[],[],https://twitter.com/GregorGysi/status/1185496484315308034,False,https://twitter.com/derfreitag/status/1185484481974669312,0,,,,,,,"[{'user_id': '888289790', 'username': 'GregorGysi'}]",
1185159932510965762,1185159932510965762,1571399121000,2019-10-18,13:45:21,CET,888289790,gregorgysi,Gregor Gysi,,Ohne genügend Chancen für Bildung & den Zugang zu Kunst & Kultur wird #Armut immer wieder neue Armut produzieren. Schlimmer noch: Der Unterscheid nimmt zu. Der Reichtum wächst in wenigen Händen. Die ärmere Hälfte der Menschheit verliert täglich 500 Mio. Dollar @sternde #diskuthek pic.twitter.com/lOlsI2EjaB,['sternde'],[],[],48,150,644,"['#armut', '#diskuthek']",[],https://twitter.com/GregorGysi/status/1185159932510965762,False,,1,,,,,,,"[{'user_id': '888289790', 'username': 'GregorGysi'}, {'user_id': '18774524', 'username': 'sternde'}]",
1183766452580634626,1183766452580634626,1571066890000,2019-10-14,17:28:10,CET,888289790,gregorgysi,Gregor Gysi,,"Kaum ein US-Präsident war so kenntnisfrei und ausschließlich auf sein Image bedacht wie #Trump. Er ist dafür zu fast jedem Deal bereit. Wenn man das einkalkuliert, kann man sein Agieren schon erklären, obwohl eine Roulettekugel berechenbarer erscheint. https://www.berliner-zeitung.de/politik/meinung/kolumnen/eine-curry-mit-gysi--ueber-den-richtigen-umgang-mit-trump-33281206 …",[],['https://www.berliner-zeitung.de/politik/meinung/kolumnen/eine-curry-mit-gysi--ueber-den-richtigen-umgang-mit-trump-33281206'],[],28,76,534,['#trump'],[],https://twitter.com/GregorGysi/status/1183766452580634626,False,,0,,,,,,,"[{'user_id': '888289790', 'username': 'GregorGysi'}]",
