id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date
1202546803289276416,,2019-12-05 11:14:34,2019-12-5,11:14:34,,888289790,GregorGysi,Gregor Gysi,,RT @Leftfraktion: The most credible thanks to politicians to the more than 30 million # volunteers in our country is their commitment and i…,"[{'screen_name': 'Linksfraktion', 'name': 'linksfraktion', 'id': 18933321, 'id_str': '18933321', 'indices': [3, 17]}]",[],,,41,0,"[{'text': 'Ehrenamtlichen', 'indices': [83, 98]}]",,,,,,,,,,,,,
1201852678931963904,,2019-12-03 13:16:22,2019-12-3,13:16:22,,888289790,GregorGysi,Gregor Gysi,,The rent trend is even more dramatic for commercial rents than for apartment rents. Small shop owners can&#39;t keep up with the run for the quick big bucks. The legislator must finally take countermeasures here. @berlinerzeitung https://t.co/eBpfxNrTHy #KitKatclub,"[{'screen_name': 'berlinerzeitung', 'name': 'Berliner Zeitung', 'id': 149030786, 'id_str': '149030786', 'indices': [227, 243]}]","[{'url': 'https://t.co/eBpfxNrTHy', 'expanded_url': 'https://www.berliner-zeitung.de/mensch-metropole/eine-curry-mit-gysi-die-clubszene-in-der-stadt-li.2484?dmcid=sm_fb_p&fbclid=IwAR0mKkge5-zF1B_bP5LP7mbyqZwikYo9ABLPvCv7SkSxXfsa-MFrjhzgOn8', 'display_url': 'berliner-zeitung.de/mensch-metropo…', 'indices': [244, 267]}]",,,59,329,"[{'text': 'KitKatclub', 'indices': [268, 279]}]",,,,,,,,,,,,,
1201826722703925248,,2019-12-03 11:33:14,2019-12-3,11:33:14,,888289790,GregorGysi,Gregor Gysi,,RT @Leftfraktion: Human rights may not be subject to reservation of costs. Equal opportunities should be created and barriers -…,"[{'screen_name': 'Linksfraktion', 'name': 'linksfraktion', 'id': 18933321, 'id_str': '18933321', 'indices': [3, 17]}]",[],,,45,0,[],,,,,,,,,,,,,
1201395575209496576,,2019-12-02 07:00:00,2019-12-2,7:0:0,,888289790,GregorGysi,Gregor Gysi,,"# Negative interest rates: The # ECB policy has a direct impact on small savers. Saving has not been worthwhile for years, but is now being punished. The Federal Government could prohibit banks from paying penalty interest on balances below € 100,000. https://t.co/LJCbo4yhqx https://t.co/vj6iBHNkwS",[],"[{'url': 'https://t.co/LJCbo4yhqx', 'expanded_url': 'https://www.linksfraktion.de/themen/nachrichten/detail/negativzinsen-sparen-wird-nun-auch-noch-bestraft/', 'display_url': 'linksfraktion.de/themen/nachric…', 'indices': [256, 279]}]",,,114,628,"[{'text': 'Negativzinsen', 'indices': [0, 14]}, {'text': 'EZB', 'indices': [20, 24]}, {'text': 'Bundesregierung', 'indices': [160, 176]}]",,,,,,,,,,,,,
1199697800944070656,,2019-11-27 14:33:39,2019-11-27,14:33:39,,888289790,GregorGysi,Gregor Gysi,,2% - @ NATO armaments target: what for? There is no neighboring country that is currently preparing for a war against us. Why do we have to invest so senselessly in armaments and the military and then have no money for day care centers and other things? @nrw_sog https://t.co/KymPBACeHC. https://t.co/J1ZgvAZjlg,"[{'screen_name': 'NATO', 'name': 'NATO', 'id': 83795099, 'id_str': '83795099', 'indices': [3, 8]}, {'screen_name': 'nrw_sog', 'name': 'NRW School', 'id': 248628682, 'id_str': '248628682', 'indices': [239, 247]}]","[{'url': 'https://t.co/KymPBACeHC', 'expanded_url': 'https://youtu.be/aNQo7K7D_BA', 'display_url': 'youtu.be/aNQo7K7D_BA', 'indices': [249, 272]}]",,,452,2020,[],,,,,,,,,,,,,
1198860399199838209,,2019-11-25 07:06:07,2019-11-25,7:6:7,,888289790,GregorGysi,Gregor Gysi,,RT @Leftfraktion: The #IstanbulKonvention obliges Germany to protect women * and girls from violence. Sounds natural? ...,"[{'screen_name': 'Linksfraktion', 'name': 'linksfraktion', 'id': 18933321, 'id_str': '18933321', 'indices': [3, 17]}]",[],,,139,0,"[{'text': 'IstanbulKonvention', 'indices': [23, 42]}]",,,,,,,,,,,,,
1197195500782530562,,2019-11-20 16:50:24,2019-11-20,16:50:24,,888289790,GregorGysi,Gregor Gysi,,The hope of being able to reduce the influence of motorized private transport on the #climate change by replacing combustion engines with electric motors is deceptive. We need mobility concepts that connect public and individual transport closely and differently. https://t.co/cj1uKTPvsL,[],"[{'url': 'https://t.co/cj1uKTPvsL', 'expanded_url': 'https://twitter.com/berlinerzeitung/status/1196735614055522304', 'display_url': 'twitter.com/berlinerzeitun…', 'indices': [287, 310]}]",,,143,814,"[{'text': 'Klimawandel', 'indices': [68, 80]}]",,,,,,,,,,,,,
1194210200938582016,,2019-11-12 11:07:53,2019-11-12,11:7:53,,888289790,GregorGysi,Gregor Gysi,,"A bit of a mess, the work in progress is definitely part of the Berlin charm, which also attracts many people from southern Germany. But this should not be understood as a license to let things go neglected. The thoughtlessness must be reduced. https://t.co/IKNnKx3EoH",[],"[{'url': 'https://t.co/IKNnKx3EoH', 'expanded_url': 'https://twitter.com/berlinerzeitung/status/1194155828380602368', 'display_url': 'twitter.com/berlinerzeitun…', 'indices': [264, 287]}]",,,13,162,[],,,,,,,,,,,,,
1192776204073480192,,2019-11-08 12:09:42,2019-11-8,12:9:42,,888289790,GregorGysi,Gregor Gysi,,"RT @Leftfraktion: Adequate appreciation of the historical performance of the East Germans, @GregorGysi demanded today in the agreed debate on 30…","[{'screen_name': 'Linksfraktion', 'name': 'linksfraktion', 'id': 18933321, 'id_str': '18933321', 'indices': [3, 17]}, {'screen_name': 'GregorGysi', 'name': 'Gregor Gysi', 'id': 888289790, 'id_str': '888289790', 'indices': [87, 98]}]",[],,,27,0,[],,,,,,,,,,,,,
1191703387433295872,,2019-11-05 13:06:42,2019-11-5,13:6:42,,888289790,GregorGysi,Gregor Gysi,,Of course football is part of society and its problems. It can help to counteract this. The fact that the @fcunion players prevented an escalation when they sent their fans back out of the interior after the game was an important sign https://t.co/GX8WKufvHS,"[{'screen_name': 'fcunion', 'name': '1. FC Union Berlin', 'id': 188006776, 'id_str': '188006776', 'indices': [136, 144]}]","[{'url': 'https://t.co/GX8WKufvHS', 'expanded_url': 'https://twitter.com/BERLINER_KURIER/status/1191403796171313153', 'display_url': 'twitter.com/BERLINER_KURIE…', 'indices': [285, 308]}]",,,10,183,[],,,,,,,,,,,,,
