id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date
914019483760676869,914019483760676869,1506754201000,2017-09-30,08:50:01,CET,1273010575,fraukepetry,Frauke Petry,,That&#39;s not exactly how it works! http://www.wz.de/mobile/lokales/wuppertal/wuppertal-verplant-zentralen-platz-double-erntedankmarkt-muss-moscheen-fest-weich-1.2525945?utm_campaign=Echobox&amp;utm_medium=Social&amp;utm_source=Facebook…,[],['http://www.wz.de/mobile/lokales/wuppertal/wuppertal-verplant-zentralen-platz-doppelt-erntedankmarkt-muss-moscheen-fest-weichen-1.2525945?utm_campaign=Echobox&utm_medium=Social&utm_source=Facebook'],[],90,75,186,[],[],https://twitter.com/FraukePetry/status/914019483760676869,False,,0,,,,,,,"[{'user_id': '1273010575', 'username': 'FraukePetry'}]",
913190291162779648,913190291162779648,1506556506000,2017-09-28,01:55:06,CET,1273010575,fraukepetry,Frauke Petry,,Coincidence that Dohnanyi is now asking for this? Hardly 😀. The new groko is only available without Schulz. And Merkel? # BTW2017 http://www.t-online.de/nachrichten/id_82319720/dohnanyi-spd-chef-schulz-sollte-zuruecktret.html…,[],['http://www.t-online.de/nachrichten/id_82319720/dohnanyi-spd-chef-schulz-sollte-zuruecktreten.html'],[],69,19,117,['#btw2017'],[],https://twitter.com/FraukePetry/status/913190291162779648,False,,0,,,,,,,"[{'user_id': '1273010575', 'username': 'FraukePetry'}]",
913182013942886401,913182013942886401,1506554532000,2017-09-28,01:22:12,CET,1273010575,fraukepetry,Frauke Petry,,Trump puts tax return on postcard. The CDU missed that on the beer mat. Good ideas don&#39;t become obsolete! https://www.welt.de/wirtschaft/article169111974/Donald-Trump-praezisiert-seine-229-Worte-Steuerreform.html…,[],['https://www.welt.de/wirtschaft/article169111974/Donald-Trump-praezisiert-seine-229-Worte-Steuerreform.html'],[],43,31,177,[],[],https://twitter.com/FraukePetry/status/913182013942886401,False,,0,,,,,,,"[{'user_id': '1273010575', 'username': 'FraukePetry'}]",
912728838160953349,912728838160953349,1506446487000,2017-09-26,19:21:27,CET,1273010575,fraukepetry,Frauke Petry,,I hope that my withdrawal will enable me to return to policy. https://jungefreiheit.de/politik/deutschland/2017/petry-kuendigt-parteiaustritt-an1/…,[],['https://jungefreiheit.de/politik/deutschland/2017/petry-kuendigt-parteiaustritt-an1/'],[],412,77,377,[],[],https://twitter.com/FraukePetry/status/912728838160953349,False,,0,,,,,,,"[{'user_id': '1273010575', 'username': 'FraukePetry'}]",
912075512251633664,912075512251633664,1506290722000,2017-09-25,00:05:22,CET,1273010575,fraukepetry,Frauke Petry,,GewonnenDirect mandate in the #SOE constituency won for the #AfD: Thank you for this outstanding result! #AfD # Btw17 #TrauDichGermany 🇩🇪🇩🇪 *,[],[],[],333,252,1132,"['#soe', '#afd', '#afd', '#btw17', '#traudichdeutschland']",[],https://twitter.com/FraukePetry/status/912075512251633664,False,,0,,,,,,,"[{'user_id': '1273010575', 'username': 'FraukePetry'}]",
911987359587106828,911987359587106828,1506269705000,2017-09-24,18:15:05,CET,1273010575,fraukepetry,Frauke Petry,,The impossible has come true: 🇩🇪 is experiencing an incomparable political earthquake. Let&#39;s tackle it! #TrauDichGermany #AfD # Btw17 *,[],[],[],562,529,1783,"['#traudichdeutschland', '#afd', '#btw17']",[],https://twitter.com/FraukePetry/status/911987359587106828,False,,0,,,,,,,"[{'user_id': '1273010575', 'username': 'FraukePetry'}]",
911983912452263936,911983912452263936,1506268883000,2017-09-24,18:01:23,CET,1273010575,fraukepetry,Frauke Petry,,"&quot;First they ignore you, then they laugh at you, then they fight you and then you win.&quot; - Gandhi. THANKS 🇩🇪🇩🇪🇩🇪🇩🇪 # Btw17 #AfD",[],[],[],1842,1249,3769,"['#btw17', '#afd']",[],https://twitter.com/FraukePetry/status/911983912452263936,False,,0,,,,,,,"[{'user_id': '1273010575', 'username': 'FraukePetry'}]",
911969938063142918,911963679175868416,1506265551000,2017-09-24,17:05:51,CET,1273010575,fraukepetry,Frauke Petry,,"Above all, she had real Nazis in her ranks 😉",[],[],[],24,7,62,[],[],https://twitter.com/FraukePetry/status/911969938063142918,False,,0,,,,,,,"[{'user_id': '1273010575', 'username': 'FraukePetry'}]",
911963679175868416,911963679175868416,1506264059000,2017-09-24,16:40:59,CET,1273010575,fraukepetry,Frauke Petry,,"The arrogance of the #SPD will take vengeance - live with it, comrades: the left trend is over as of today. #AfD # Btw17 * https://twitter.com/spdde/status/911934243978252288…",[],['https://twitter.com/spdde/status/911934243978252288'],[],194,300,895,"['#spd', '#afd', '#btw17']",[],https://twitter.com/FraukePetry/status/911963679175868416,False,https://twitter.com/spdde/status/911934243978252288,0,,,,,,,"[{'user_id': '1273010575', 'username': 'FraukePetry'}]",
911961679092731905,911961679092731905,1506263582000,2017-09-24,16:33:02,CET,1273010575,fraukepetry,Frauke Petry,,The receipt for your hatred is at 6:00 p.m. :) #AfD #TrauDichDeutschland # Btw17 * https://twitter.com/Die_Gruenen/status/911960922054447104…,[],['https://twitter.com/Die_Gruenen/status/911960922054447104'],[],57,140,564,"['#afd', '#traudichdeutschland', '#btw17']",[],https://twitter.com/FraukePetry/status/911961679092731905,False,https://twitter.com/Die_Gruenen/status/911960922054447104,0,,,,,,,"[{'user_id': '1273010575', 'username': 'FraukePetry'}]",
911893692117667843,911893692117667843,1506247373000,2017-09-24,12:02:53,CET,1273010575,fraukepetry,Frauke Petry,,Citizens have not forgotten who broke their campaign promises. #TrauDichDeutschland #AfD # Btw17 #FDP * https://twitter.com/c_lindner/status/911892517850894336…,[],['https://twitter.com/c_lindner/status/911892517850894336'],[],58,178,604,"['#traudichdeutschland', '#afd', '#btw17', '#fdp']",[],https://twitter.com/FraukePetry/status/911893692117667843,False,https://twitter.com/c_lindner/status/911892517850894336,0,,,,,,,"[{'user_id': '1273010575', 'username': 'FraukePetry'}]",
911852718079299585,911852718079299585,1506237604000,2017-09-24,09:20:04,CET,1273010575,fraukepetry,Frauke Petry,,We have been fighting for rational politics for four years: give 🇩🇪 an opposition today that shows its colors and shows its edge! #AfD # Btw17 *,[],[],[],215,354,1235,"['#afd', '#btw17']",[],https://twitter.com/FraukePetry/status/911852718079299585,False,,0,,,,,,,"[{'user_id': '1273010575', 'username': 'FraukePetry'}]",
911592308029710337,911592308029710337,1506175517000,2017-09-23,16:05:17,CET,1273010575,fraukepetry,Frauke Petry,,"If lawyers fight the state monopoly on violence like this, you will probably eliminate the rule of law afterwards. # BtW2017 https://www.welt.de/politik/deutschland/video168960157/Hamburger-Gericht-sennt-rechtswidriges-Polizeivorgehen.html…",[],['https://www.welt.de/politik/deutschland/video168960157/Hamburger-Gericht-sieht-rechtswidriges-Polizeivorgehen.html'],[],98,193,451,['#btw2017'],[],https://twitter.com/FraukePetry/status/911592308029710337,False,,0,,,,,,,"[{'user_id': '1273010575', 'username': 'FraukePetry'}]",
911251991833333765,911251991833333765,1506094379000,2017-09-22,17:32:59,CET,1273010575,fraukepetry,Frauke Petry,,Maximum. On Sunday we take back our country. #TrauDichDeutschland #AfD # Btw17 * https://twitter.com/AfD/status/911223789123510272…,[],['https://twitter.com/AfD/status/911223789123510272'],[],133,294,768,"['#traudichdeutschland', '#afd', '#btw17']",[],https://twitter.com/FraukePetry/status/911251991833333765,False,https://twitter.com/AfD/status/911223789123510272,0,,,,,,,"[{'user_id': '1273010575', 'username': 'FraukePetry'}]",
911180432275918848,911180432275918848,1506077318000,2017-09-22,12:48:38,CET,1273010575,fraukepetry,Frauke Petry,,Germany must become a reliable partner again! #TrauDichDeutschland # BTW2017 #AfD https://twitter.com/rolfmecke/status/911169047575834624…,[],['https://twitter.com/rolfmecke/status/911169047575834624'],[],23,67,243,"['#traudichdeutschland', '#btw2017', '#afd']",[],https://twitter.com/FraukePetry/status/911180432275918848,False,https://twitter.com/RolfMecke/status/911169047575834624,0,,,,,,,"[{'user_id': '1273010575', 'username': 'FraukePetry'}]",
